group_size,transmat_overhead,transmat_steadystate,newdirect_total
5,0.12252378463745117,0.11330580711364746,9.19058609008789
6,0.4772634506225586,0.24216985702514648,21.083391666412354
7,2.1319022178649902,0.598668098449707,43.04957866668701
8,8.303179025650024,2.0985279083251953,73.16762185096741
9,45.946319818496704,8.166362762451172,127.86732912063599
10,211.181978225708,30.7269127368927,263.696391582489
11,1164.1399025917053,240.44357132911682,607.819732427597
